transaction_id,source_account,destination_account,amount,timestamp,transaction_type,fraud_type,source_latitude,source_longitude,destination_latitude,destination_longitude,source_bank,destination_bank,device_id,ip_risk_score,is_fraud,hop_number,commission_amount
TXN-0000064,ACC-VIC-00299,ACC-MULE-00413,46145.56,2026-03-04 21:58:00,UPI,kyc_fraud,17.42094,78.482623,17.405822,78.465864,SBI,HDFC,DEV-82129,0.44,1,1,3854.44
TXN-0000065,ACC-MULE-00413,ACC-TERM-00009,44394.11,2026-03-04 22:04:00,ATM_WITHDRAWAL,kyc_fraud,17.42094,78.482623,17.398403,78.455628,SBI,ICICI,DEV-51996,0.92,1,2,1751.45
TXN-0000066,ACC-VIC-00144,ACC-MULE-00712,92107.59,2026-04-01 12:49:00,UPI,task_fraud,17.351962,78.491209,17.340364,78.486216,CANARA,PNB,DEV-93046,0.59,1,1,2892.41
TXN-0000067,ACC-MULE-00712,ACC-TERM-00355,87514.26,2026-04-01 13:00:00,ATM_WITHDRAWAL,task_fraud,17.351962,78.491209,17.361508,78.481369,PNB,PNB,DEV-31895,0.85,1,2,4593.33
TXN-0000068,ACC-VIC-01401,ACC-MULE-00731,23145.46,2026-03-26 07:31:00,UPI,upi_fraud,19.083035,72.89837,19.106338,72.888728,KOTAK,BOB,DEV-40931,0.57,1,1,1854.54
TXN-0000069,ACC-MULE-00731,ACC-TERM-00033,21857.87,2026-03-26 07:50:00,ATM_WITHDRAWAL,upi_fraud,19.083035,72.89837,19.063893,72.888313,SBI,BOB,DEV-96489,0.41,1,2,1287.59
TXN-0000070,ACC-VIC-01440,ACC-MULE-00630,112893.75,2026-03-03 14:16:00,UPI,task_fraud,17.422033,78.351508,17.410706,78.37642,PNB,ICICI,DEV-72564,0.64,1,1,7106.25
TXN-0000071,ACC-MULE-00630,ACC-TERM-00380,105536.21,2026-03-03 14:39:00,ATM_WITHDRAWAL,task_fraud,17.422033,78.351508,17.424515,78.371237,SBI,ICICI,DEV-44408,0.9,1,2,7357.54
TXN-0000072,ACC-VIC-00989,ACC-MULE-00281,48303.98,2026-03-11 03:43:00,UPI,upi_fraud,17.387428,78.568659,17.38897,78.554572,KOTAK,AXIS,DEV-52497,0.82,1,1,1696.02
TXN-0000073,ACC-MULE-00281,ACC-MULE-00525,46586.86,2026-03-11 03:55:00,IMPS,upi_fraud,17.387428,78.568659,17.407832,78.596871,KOTAK,PNB,DEV-40448,0.75,1,2,1717.12
TXN-0000074,ACC-MULE-00525,ACC-TERM-00261,44728.38,2026-03-11 04:11:00,ATM_WITHDRAWAL,upi_fraud,17.387428,78.568659,17.390371,78.57415,KOTAK,AXIS,DEV-46586,0.67,1,3,1858.48
TXN-0000075,ACC-VIC-00269,ACC-MULE-00455,40327.27,2026-03-21 20:52:00,UPI,task_fraud,19.105375,72.903381,19.101622,72.906435,PNB,BOB,DEV-18927,0.79,1,1,1672.73
TXN-0000076,ACC-MULE-00455,ACC-MULE-00553,39002.35,2026-03-21 20:57:00,IMPS,task_fraud,19.105375,72.903381,19.089444,72.891774,PNB,CANARA,DEV-89298,0.67,1,2,1324.92
TXN-0000077,ACC-MULE-00553,ACC-TERM-00193,37482.13,2026-03-21 21:06:00,ATM_WITHDRAWAL,task_fraud,19.105375,72.903381,19.113911,72.902776,ICICI,ICICI,DEV-84373,0.93,1,3,1520.22
TXN-0000078,ACC-VIC-01028,ACC-MULE-00526,46984.85,2026-03-14 03:05:00,UPI,phishing,17.402646,78.344045,17.378115,78.322296,KOTAK,PNB,DEV-57504,0.53,1,1,3015.15
TXN-0000079,ACC-MULE-00526,ACC-TERM-00088,44915.08,2026-03-14 03:23:00,ATM_WITHDRAWAL,phishing,17.402646,78.344045,17.381884,78.370738,ICICI,BOB,DEV-92885,0.77,1,2,2069.77
TXN-0000080,ACC-VIC-00707,ACC-MULE-00007,23625.41,2026-03-25 21:59:00,UPI,phishing,19.080107,72.86524,19.05235,72.87886,CANARA,HDFC,DEV-78246,0.7,1,1,1374.59
TXN-0000081,ACC-MULE-00007,ACC-TERM-00272,22544.34,2026-03-25 22:13:00,ATM_WITHDRAWAL,phishing,19.080107,72.86524,19.092614,72.877848,ICICI,CANARA,DEV-87010,0.81,1,2,1081.07
TXN-0000082,ACC-VIC-00816,ACC-MULE-00367,141071.9,2026-03-16 16:05:00,UPI,upi_fraud,19.037604,72.900124,19.032881,72.92904,AXIS,KOTAK,DEV-90324,0.82,1,1,8928.1
TXN-0000083,ACC-MULE-00367,ACC-TERM-00237,130245.82,2026-03-16 16:22:00,ATM_WITHDRAWAL,upi_fraud,19.037604,72.900124,19.044367,72.909817,AXIS,AXIS,DEV-92845,0.73,1,2,10826.08
TXN-0000084,ACC-VIC-00188,ACC-MULE-00095,144721.3,2026-03-24 17:00:00,UPI,kyc_fraud,12.999727,77.59132,12.976333,77.608617,HDFC,AXIS,DEV-98256,0.7,1,1,5278.7
TXN-0000085,ACC-MULE-00095,ACC-TERM-00021,137759.86,2026-03-24 17:24:00,ATM_WITHDRAWAL,kyc_fraud,12.999727,77.59132,12.978262,77.586258,PNB,CANARA,DEV-28084,0.78,1,2,6961.44
TXN-0000086,ACC-VIC-00507,ACC-MULE-00033,81374.88,2026-03-13 15:50:00,UPI,phishing,17.374753,78.538539,17.386986,78.540757,SBI,ICICI,DEV-21684,0.66,1,1,3625.12
TXN-0000087,ACC-MULE-00033,ACC-MULE-00181,78690.76,2026-03-13 16:08:00,IMPS,phishing,17.374753,78.538539,17.361694,78.526514,ICICI,ICICI,DEV-72123,0.65,1,2,2684.12
TXN-0000088,ACC-MULE-00181,ACC-TERM-00127,74076.84,2026-03-13 16:20:00,ATM_WITHDRAWAL,phishing,17.374753,78.538539,17.351438,78.519366,AXIS,CANARA,DEV-52743,0.47,1,3,4613.92
TXN-0000089,ACC-VIC-01432,ACC-MULE-00138,78935.22,2026-04-02 08:29:00,UPI,investment_scam,17.37446,78.557703,17.392433,78.581642,CANARA,SBI,DEV-43397,0.71,1,1,6064.78
TXN-0000090,ACC-MULE-00138,ACC-MULE-00356,74170.37,2026-04-02 08:52:00,IMPS,investment_scam,17.37446,78.557703,17.376076,78.557584,CANARA,ICICI,DEV-59154,0.46,1,2,4764.85
TXN-0000091,ACC-MULE-00356,ACC-MULE-00595,68512.67,2026-04-02 09:09:00,IMPS,investment_scam,17.37446,78.557703,17.38895,78.532112,BOB,CANARA,DEV-75046,0.91,1,3,5657.7
TXN-0000092,ACC-MULE-00595,ACC-TERM-00373,66051.54,2026-04-02 09:21:00,ATM_WITHDRAWAL,investment_scam,17.37446,78.557703,17.375405,78.572575,CANARA,BOB,DEV-31891,0.74,1,4,2461.13
TXN-0000093,ACC-VIC-00531,ACC-MULE-00640,39799.16,2026-03-12 21:16:00,UPI,task_fraud,17.360585,78.567634,17.367214,78.562009,HDFC,CANARA,DEV-20480,0.85,1,1,2200.84
TXN-0000094,ACC-MULE-00640,ACC-MULE-00184,37212.46,2026-03-12 21:20:00,IMPS,task_fraud,17.360585,78.567634,17.356882,78.595732,AXIS,SBI,DEV-87344,0.87,1,2,2586.7
TXN-0000095,ACC-MULE-00184,ACC-MULE-00781,34645.94,2026-03-12 21:27:00,IMPS,task_fraud,17.360585,78.567634,17.368341,78.55916,AXIS,SBI,DEV-48644,0.61,1,3,2566.52
TXN-0000096,ACC-MULE-00781,ACC-TERM-00043,32586.19,2026-03-12 21:37:00,ATM_WITHDRAWAL,task_fraud,17.360585,78.567634,17.342642,78.577382,CANARA,PNB,DEV-73475,0.57,1,4,2059.75
TXN-0000097,ACC-VIC-00769,ACC-MULE-00308,91457.19,2026-03-15 22:28:00,UPI,investment_scam,17.337866,78.569715,17.361067,78.571802,BOB,BOB,DEV-47363,0.6,1,1,3542.81
TXN-0000098,ACC-MULE-00308,ACC-MULE-00450,88547.9,2026-03-15 22:33:00,IMPS,investment_scam,17.337866,78.569715,17.319658,78.598478,HDFC,KOTAK,DEV-45142,0.82,1,2,2909.29
TXN-0000099,ACC-MULE-00450,ACC-TERM-00037,85776.27,2026-03-15 22:42:00,ATM_WITHDRAWAL,investment_scam,17.337866,78.569715,17.348207,78.575037,SBI,HDFC,DEV-61941,0.67,1,3,2771.63
TXN-0000100,ACC-VIC-00430,ACC-MULE-00092,79822.25,2026-04-02 05:47:00,UPI,task_fraud,19.045585,72.892156,19.035092,72.893499,ICICI,KOTAK,DEV-11690,0.65,1,1,5177.75
TXN-0000101,ACC-MULE-00092,ACC-MULE-00569,73542.18,2026-04-02 06:01:00,IMPS,task_fraud,19.045585,72.892156,19.050278,72.87466,HDFC,AXIS,DEV-53799,0.93,1,2,6280.07
TXN-0000102,ACC-MULE-00569,ACC-TERM-00393,70403.73,2026-04-02 06:09:00,ATM_WITHDRAWAL,task_fraud,19.045585,72.892156,19.026621,72.878498,SBI,ICICI,DEV-18783,0.79,1,3,3138.45
TXN-0000103,ACC-VIC-00119,ACC-MULE-00208,89560.72,2026-03-16 12:02:00,UPI,kyc_fraud,17.384006,78.497183,17.401236,78.48154,BOB,CANARA,DEV-69147,0.74,1,1,5439.28
TXN-0000104,ACC-MULE-00208,ACC-TERM-00307,84173.06,2026-03-16 12:06:00,ATM_WITHDRAWAL,kyc_fraud,17.384006,78.497183,17.364844,78.525133,ICICI,SBI,DEV-83586,0.75,1,2,5387.66
TXN-0000105,ACC-VIC-00747,ACC-MULE-00166,138997.36,2026-04-03 12:29:00,UPI,investment_scam,19.070697,72.872053,19.062514,72.870359,KOTAK,HDFC,DEV-44846,0.61,1,1,11002.64
TXN-0000106,ACC-MULE-00166,ACC-MULE-00174,132345.62,2026-04-03 12:51:00,IMPS,investment_scam,19.070697,72.872053,19.084944,72.867054,PNB,HDFC,DEV-22383,0.91,1,2,6651.74
TXN-0000107,ACC-MULE-00174,ACC-MULE-00142,126907.0,2026-04-03 13:05:00,IMPS,investment_scam,19.070697,72.872053,19.065418,72.856319,CANARA,PNB,DEV-41661,0.57,1,3,5438.62
TXN-0000108,ACC-MULE-00142,ACC-TERM-00181,117808.45,2026-04-03 13:17:00,ATM_WITHDRAWAL,investment_scam,19.070697,72.872053,19.086759,72.850957,PNB,AXIS,DEV-59746,0.71,1,4,9098.55
TXN-0000109,ACC-VIC-00867,ACC-MULE-00203,24009.4,2026-03-13 14:38:00,UPI,kyc_fraud,17.455482,78.367548,17.432619,78.386449,AXIS,ICICI,DEV-99859,0.43,1,1,990.6
TXN-0000110,ACC-MULE-00203,ACC-MULE-00508,22715.14,2026-03-13 15:02:00,IMPS,kyc_fraud,17.455482,78.367548,17.457129,78.349363,PNB,KOTAK,DEV-10785,0.65,1,2,1294.26
TXN-0000111,ACC-MULE-00508,ACC-MULE-00100,21607.51,2026-03-13 15:16:00,IMPS,kyc_fraud,17.455482,78.367548,17.462835,78.392503,HDFC,KOTAK,DEV-57871,0.8,1,3,1107.63
TXN-0000112,ACC-MULE-00100,ACC-TERM-00097,20902.73,2026-03-13 15:37:00,ATM_WITHDRAWAL,kyc_fraud,17.455482,78.367548,17.437315,78.363706,BOB,PNB,DEV-59037,0.45,1,4,704.78
TXN-0000113,ACC-VIC-00241,ACC-MULE-00541,47820.22,2026-03-04 13:46:00,UPI,phishing,17.427419,78.412111,17.426613,78.406436,AXIS,SBI,DEV-48291,0.73,1,1,2179.78
TXN-0000114,ACC-MULE-00541,ACC-TERM-00230,45077.05,2026-03-04 13:50:00,ATM_WITHDRAWAL,phishing,17.427419,78.412111,17.452822,78.400429,AXIS,BOB,DEV-26380,0.93,1,2,2743.17
TXN-0000115,ACC-VIC-00871,ACC-MULE-00064,13809.19,2026-03-10 11:53:00,UPI,task_fraud,17.3817,78.549851,17.362181,78.552979,AXIS,BOB,DEV-60113,0.86,1,1,1190.81
TXN-0000116,ACC-MULE-00064,ACC-MULE-00689,13198.49,2026-03-10 12:01:00,IMPS,task_fraud,17.3817,78.549851,17.374857,78.565735,AXIS,AXIS,DEV-47450,0.82,1,2,610.7
TXN-0000117,ACC-MULE-00689,ACC-MULE-00068,12731.55,2026-03-10 12:18:00,IMPS,task_fraud,17.3817,78.549851,17.368898,78.557251,PNB,AXIS,DEV-78853,0.93,1,3,466.94
TXN-0000118,ACC-MULE-00068,ACC-TERM-00237,11987.18,2026-03-10 12:34:00,ATM_WITHDRAWAL,task_fraud,17.3817,78.549851,17.409111,78.57639,CANARA,BOB,DEV-49695,0.56,1,4,744.37
TXN-0000119,ACC-VIC-00181,ACC-MULE-00321,81277.86,2026-03-08 23:34:00,UPI,task_fraud,17.35367,78.508078,17.364144,78.500913,SBI,SBI,DEV-69425,0.76,1,1,3722.14
TXN-0000120,ACC-MULE-00321,ACC-MULE-00482,77230.52,2026-03-08 23:59:00,IMPS,task_fraud,17.35367,78.508078,17.334525,78.485449,HDFC,HDFC,DEV-17138,0.85,1,2,4047.34
TXN-0000121,ACC-MULE-00482,ACC-MULE-00322,74847.96,2026-03-09 00:07:00,IMPS,task_fraud,17.35367,78.508078,17.370609,78.525192,AXIS,CANARA,DEV-38159,0.81,1,3,2382.56
TXN-0000122,ACC-MULE-00322,ACC-TERM-00123,71382.54,2026-03-09 00:31:00,ATM_WITHDRAWAL,task_fraud,17.35367,78.508078,17.381028,78.531772,SBI,BOB,DEV-72467,0.82,1,4,3465.42
TXN-0000123,ACC-VIC-00314,ACC-MULE-00561,46546.6,2026-03-31 22:06:00,UPI,task_fraud,19.05198,72.85874,19.077047,72.860474,KOTAK,BOB,DEV-88258,0.62,1,1,3453.4
TXN-0000124,ACC-MULE-00561,ACC-TERM-00194,44057.79,2026-03-31 22:25:00,ATM_WITHDRAWAL,task_fraud,19.05198,72.85874,19.039894,72.860325,BOB,KOTAK,DEV-82238,0.72,1,2,2488.81
