transaction_id,case_id,source_account,destination_account,amount,timestamp,hop_number,transaction_type,is_terminal
TXN-0000038,DR-2026-1013,ACC-VIC-00683,ACC-MULE-00219,23296.55,2026-03-16 04:15:00,1,UPI,False
TXN-0000039,DR-2026-1013,ACC-MULE-00219,ACC-MULE-00473,22135.07,2026-03-16 04:39:00,2,IMPS,False
TXN-0000040,DR-2026-1013,ACC-MULE-00473,ACC-MULE-00616,21345.76,2026-03-16 04:43:00,3,IMPS,False
TXN-0000041,DR-2026-1013,ACC-MULE-00616,ACC-TERM-00234,20462.17,2026-03-16 04:58:00,4,ATM_WITHDRAWAL,True
TXN-0000042,DR-2026-1014,ACC-VIC-00433,ACC-MULE-00430,23769.39,2026-03-02 21:34:00,1,UPI,False
TXN-0000043,DR-2026-1014,ACC-MULE-00430,ACC-MULE-00208,22706.24,2026-03-02 21:49:00,2,IMPS,False
TXN-0000044,DR-2026-1014,ACC-MULE-00208,ACC-MULE-00084,21663.69,2026-03-02 22:08:00,3,IMPS,False
TXN-0000045,DR-2026-1014,ACC-MULE-00084,ACC-TERM-00296,20344.13,2026-03-02 22:20:00,4,ATM_WITHDRAWAL,True
TXN-0000046,DR-2026-1015,ACC-VIC-01178,ACC-MULE-00039,40187.97,2026-03-26 20:55:00,1,UPI,False
TXN-0000047,DR-2026-1015,ACC-MULE-00039,ACC-MULE-00373,37284.51,2026-03-26 21:16:00,2,IMPS,False
TXN-0000048,DR-2026-1015,ACC-MULE-00373,ACC-MULE-00747,35714.61,2026-03-26 21:30:00,3,IMPS,False
TXN-0000049,DR-2026-1015,ACC-MULE-00747,ACC-TERM-00197,34294.09,2026-03-26 21:53:00,4,ATM_WITHDRAWAL,True
TXN-0000050,DR-2026-1016,ACC-VIC-00988,ACC-MULE-00305,14122.83,2026-03-28 09:17:00,1,UPI,False
TXN-0000051,DR-2026-1016,ACC-MULE-00305,ACC-TERM-00258,13279.34,2026-03-28 09:28:00,2,ATM_WITHDRAWAL,True
TXN-0000052,DR-2026-1017,ACC-VIC-00901,ACC-MULE-00206,191241.06,2026-03-16 02:55:00,1,UPI,False
TXN-0000053,DR-2026-1017,ACC-MULE-00206,ACC-MULE-00733,177382.25,2026-03-16 03:08:00,2,IMPS,False
TXN-0000054,DR-2026-1017,ACC-MULE-00733,ACC-MULE-00330,165803.78,2026-03-16 03:17:00,3,IMPS,False
TXN-0000055,DR-2026-1017,ACC-MULE-00330,ACC-TERM-00256,155614.78,2026-03-16 03:24:00,4,ATM_WITHDRAWAL,True
TXN-0000056,DR-2026-1018,ACC-VIC-00163,ACC-MULE-00528,23644.86,2026-03-04 23:34:00,1,UPI,False
TXN-0000057,DR-2026-1018,ACC-MULE-00528,ACC-MULE-00390,22563.62,2026-03-04 23:42:00,2,IMPS,False
TXN-0000058,DR-2026-1018,ACC-MULE-00390,ACC-TERM-00036,21347.94,2026-03-04 23:47:00,3,ATM_WITHDRAWAL,True
TXN-0000059,DR-2026-1019,ACC-VIC-01145,ACC-MULE-00235,79381.26,2026-03-26 18:10:00,1,UPI,False
TXN-0000060,DR-2026-1019,ACC-MULE-00235,ACC-TERM-00205,73850.47,2026-03-26 18:23:00,2,ATM_WITHDRAWAL,True
TXN-0000061,DR-2026-1020,ACC-VIC-00508,ACC-MULE-00249,140758.01,2026-03-23 18:09:00,1,UPI,False
TXN-0000062,DR-2026-1020,ACC-MULE-00249,ACC-MULE-00126,131444.65,2026-03-23 18:32:00,2,IMPS,False
TXN-0000063,DR-2026-1020,ACC-MULE-00126,ACC-TERM-00104,123966.48,2026-03-23 18:46:00,3,ATM_WITHDRAWAL,True
TXN-0000064,DR-2026-1021,ACC-VIC-00299,ACC-MULE-00413,46145.56,2026-03-04 21:58:00,1,UPI,False
TXN-0000065,DR-2026-1021,ACC-MULE-00413,ACC-TERM-00009,44394.11,2026-03-04 22:04:00,2,ATM_WITHDRAWAL,True
TXN-0000066,DR-2026-1022,ACC-VIC-00144,ACC-MULE-00712,92107.59,2026-04-01 12:49:00,1,UPI,False
TXN-0000067,DR-2026-1022,ACC-MULE-00712,ACC-TERM-00355,87514.26,2026-04-01 13:00:00,2,ATM_WITHDRAWAL,True
TXN-0000068,DR-2026-1023,ACC-VIC-01401,ACC-MULE-00731,23145.46,2026-03-26 07:31:00,1,UPI,False
TXN-0000069,DR-2026-1023,ACC-MULE-00731,ACC-TERM-00033,21857.87,2026-03-26 07:50:00,2,ATM_WITHDRAWAL,True
TXN-0000070,DR-2026-1024,ACC-VIC-01440,ACC-MULE-00630,112893.75,2026-03-03 14:16:00,1,UPI,False
TXN-0000071,DR-2026-1024,ACC-MULE-00630,ACC-TERM-00380,105536.21,2026-03-03 14:39:00,2,ATM_WITHDRAWAL,True
TXN-0000072,DR-2026-1025,ACC-VIC-00989,ACC-MULE-00281,48303.98,2026-03-11 03:43:00,1,UPI,False
TXN-0000073,DR-2026-1025,ACC-MULE-00281,ACC-MULE-00525,46586.86,2026-03-11 03:55:00,2,IMPS,False
TXN-0000074,DR-2026-1025,ACC-MULE-00525,ACC-TERM-00261,44728.38,2026-03-11 04:11:00,3,ATM_WITHDRAWAL,True
TXN-0000075,DR-2026-1026,ACC-VIC-00269,ACC-MULE-00455,40327.27,2026-03-21 20:52:00,1,UPI,False
TXN-0000076,DR-2026-1026,ACC-MULE-00455,ACC-MULE-00553,39002.35,2026-03-21 20:57:00,2,IMPS,False
TXN-0000077,DR-2026-1026,ACC-MULE-00553,ACC-TERM-00193,37482.13,2026-03-21 21:06:00,3,ATM_WITHDRAWAL,True
TXN-0000078,DR-2026-1027,ACC-VIC-01028,ACC-MULE-00526,46984.85,2026-03-14 03:05:00,1,UPI,False
TXN-0000079,DR-2026-1027,ACC-MULE-00526,ACC-TERM-00088,44915.08,2026-03-14 03:23:00,2,ATM_WITHDRAWAL,True
TXN-0000080,DR-2026-1028,ACC-VIC-00707,ACC-MULE-00007,23625.41,2026-03-25 21:59:00,1,UPI,False
TXN-0000081,DR-2026-1028,ACC-MULE-00007,ACC-TERM-00272,22544.34,2026-03-25 22:13:00,2,ATM_WITHDRAWAL,True
TXN-0000082,DR-2026-1029,ACC-VIC-00816,ACC-MULE-00367,141071.9,2026-03-16 16:05:00,1,UPI,False
TXN-0000083,DR-2026-1029,ACC-MULE-00367,ACC-TERM-00237,130245.82,2026-03-16 16:22:00,2,ATM_WITHDRAWAL,True
TXN-0000084,DR-2026-1030,ACC-VIC-00188,ACC-MULE-00095,144721.3,2026-03-24 17:00:00,1,UPI,False
TXN-0000085,DR-2026-1030,ACC-MULE-00095,ACC-TERM-00021,137759.86,2026-03-24 17:24:00,2,ATM_WITHDRAWAL,True
TXN-0000086,DR-2026-1031,ACC-VIC-00507,ACC-MULE-00033,81374.88,2026-03-13 15:50:00,1,UPI,False
TXN-0000087,DR-2026-1031,ACC-MULE-00033,ACC-MULE-00181,78690.76,2026-03-13 16:08:00,2,IMPS,False
TXN-0000088,DR-2026-1031,ACC-MULE-00181,ACC-TERM-00127,74076.84,2026-03-13 16:20:00,3,ATM_WITHDRAWAL,True
TXN-0000089,DR-2026-1032,ACC-VIC-01432,ACC-MULE-00138,78935.22,2026-04-02 08:29:00,1,UPI,False
TXN-0000090,DR-2026-1032,ACC-MULE-00138,ACC-MULE-00356,74170.37,2026-04-02 08:52:00,2,IMPS,False
TXN-0000091,DR-2026-1032,ACC-MULE-00356,ACC-MULE-00595,68512.67,2026-04-02 09:09:00,3,IMPS,False
TXN-0000092,DR-2026-1032,ACC-MULE-00595,ACC-TERM-00373,66051.54,2026-04-02 09:21:00,4,ATM_WITHDRAWAL,True
TXN-0000093,DR-2026-1033,ACC-VIC-00531,ACC-MULE-00640,39799.16,2026-03-12 21:16:00,1,UPI,False
TXN-0000094,DR-2026-1033,ACC-MULE-00640,ACC-MULE-00184,37212.46,2026-03-12 21:20:00,2,IMPS,False
TXN-0000095,DR-2026-1033,ACC-MULE-00184,ACC-MULE-00781,34645.94,2026-03-12 21:27:00,3,IMPS,False
TXN-0000096,DR-2026-1033,ACC-MULE-00781,ACC-TERM-00043,32586.19,2026-03-12 21:37:00,4,ATM_WITHDRAWAL,True
TXN-0000097,DR-2026-1034,ACC-VIC-00769,ACC-MULE-00308,91457.19,2026-03-15 22:28:00,1,UPI,False
TXN-0000098,DR-2026-1034,ACC-MULE-00308,ACC-MULE-00450,88547.9,2026-03-15 22:33:00,2,IMPS,False
TXN-0000099,DR-2026-1034,ACC-MULE-00450,ACC-TERM-00037,85776.27,2026-03-15 22:42:00,3,ATM_WITHDRAWAL,True
TXN-0000100,DR-2026-1035,ACC-VIC-00430,ACC-MULE-00092,79822.25,2026-04-02 05:47:00,1,UPI,False
TXN-0000101,DR-2026-1035,ACC-MULE-00092,ACC-MULE-00569,73542.18,2026-04-02 06:01:00,2,IMPS,False
TXN-0000102,DR-2026-1035,ACC-MULE-00569,ACC-TERM-00393,70403.73,2026-04-02 06:09:00,3,ATM_WITHDRAWAL,True
TXN-0000103,DR-2026-1036,ACC-VIC-00119,ACC-MULE-00208,89560.72,2026-03-16 12:02:00,1,UPI,False
TXN-0000104,DR-2026-1036,ACC-MULE-00208,ACC-TERM-00307,84173.06,2026-03-16 12:06:00,2,ATM_WITHDRAWAL,True
TXN-0000105,DR-2026-1037,ACC-VIC-00747,ACC-MULE-00166,138997.36,2026-04-03 12:29:00,1,UPI,False
TXN-0000106,DR-2026-1037,ACC-MULE-00166,ACC-MULE-00174,132345.62,2026-04-03 12:51:00,2,IMPS,False
TXN-0000107,DR-2026-1037,ACC-MULE-00174,ACC-MULE-00142,126907.0,2026-04-03 13:05:00,3,IMPS,False
TXN-0000108,DR-2026-1037,ACC-MULE-00142,ACC-TERM-00181,117808.45,2026-04-03 13:17:00,4,ATM_WITHDRAWAL,True
TXN-0000109,DR-2026-1038,ACC-VIC-00867,ACC-MULE-00203,24009.4,2026-03-13 14:38:00,1,UPI,False
TXN-0000110,DR-2026-1038,ACC-MULE-00203,ACC-MULE-00508,22715.14,2026-03-13 15:02:00,2,IMPS,False
TXN-0000111,DR-2026-1038,ACC-MULE-00508,ACC-MULE-00100,21607.51,2026-03-13 15:16:00,3,IMPS,False
TXN-0000112,DR-2026-1038,ACC-MULE-00100,ACC-TERM-00097,20902.73,2026-03-13 15:37:00,4,ATM_WITHDRAWAL,True
TXN-0000113,DR-2026-1039,ACC-VIC-00241,ACC-MULE-00541,47820.22,2026-03-04 13:46:00,1,UPI,False
TXN-0000114,DR-2026-1039,ACC-MULE-00541,ACC-TERM-00230,45077.05,2026-03-04 13:50:00,2,ATM_WITHDRAWAL,True
TXN-0000115,DR-2026-1040,ACC-VIC-00871,ACC-MULE-00064,13809.19,2026-03-10 11:53:00,1,UPI,False
TXN-0000116,DR-2026-1040,ACC-MULE-00064,ACC-MULE-00689,13198.49,2026-03-10 12:01:00,2,IMPS,False
TXN-0000117,DR-2026-1040,ACC-MULE-00689,ACC-MULE-00068,12731.55,2026-03-10 12:18:00,3,IMPS,False
TXN-0000118,DR-2026-1040,ACC-MULE-00068,ACC-TERM-00237,11987.18,2026-03-10 12:34:00,4,ATM_WITHDRAWAL,True
TXN-0000119,DR-2026-1041,ACC-VIC-00181,ACC-MULE-00321,81277.86,2026-03-08 23:34:00,1,UPI,False
TXN-0000120,DR-2026-1041,ACC-MULE-00321,ACC-MULE-00482,77230.52,2026-03-08 23:59:00,2,IMPS,False
TXN-0000121,DR-2026-1041,ACC-MULE-00482,ACC-MULE-00322,74847.96,2026-03-09 00:07:00,3,IMPS,False
TXN-0000122,DR-2026-1041,ACC-MULE-00322,ACC-TERM-00123,71382.54,2026-03-09 00:31:00,4,ATM_WITHDRAWAL,True
TXN-0000123,DR-2026-1042,ACC-VIC-00314,ACC-MULE-00561,46546.6,2026-03-31 22:06:00,1,UPI,False
TXN-0000124,DR-2026-1042,ACC-MULE-00561,ACC-TERM-00194,44057.79,2026-03-31 22:25:00,2,ATM_WITHDRAWAL,True
TXN-0000125,DR-2026-1043,ACC-VIC-01067,ACC-MULE-00520,23399.56,2026-03-30 17:27:00,1,UPI,False
TXN-0000126,DR-2026-1043,ACC-MULE-00520,ACC-MULE-00377,21537.7,2026-03-30 17:43:00,2,IMPS,False
TXN-0000127,DR-2026-1043,ACC-MULE-00377,ACC-MULE-00316,20451.65,2026-03-30 17:51:00,3,IMPS,False
TXN-0000128,DR-2026-1043,ACC-MULE-00316,ACC-TERM-00042,19340.11,2026-03-30 17:55:00,4,ATM_WITHDRAWAL,True
TXN-0000129,DR-2026-1044,ACC-VIC-01146,ACC-MULE-00522,87874.21,2026-04-01 19:36:00,1,UPI,False
TXN-0000130,DR-2026-1044,ACC-MULE-00522,ACC-MULE-00721,81215.12,2026-04-01 19:54:00,2,IMPS,False
TXN-0000131,DR-2026-1044,ACC-MULE-00721,ACC-TERM-00262,77111.19,2026-04-01 20:02:00,3,ATM_WITHDRAWAL,True
TXN-0000132,DR-2026-1045,ACC-VIC-00701,ACC-MULE-00186,112235.88,2026-03-17 03:47:00,1,UPI,False
TXN-0000133,DR-2026-1045,ACC-MULE-00186,ACC-TERM-00086,103491.66,2026-03-17 03:55:00,2,ATM_WITHDRAWAL,True
TXN-0000134,DR-2026-1046,ACC-VIC-01497,ACC-MULE-00274,141878.29,2026-03-01 18:45:00,1,UPI,False
TXN-0000135,DR-2026-1046,ACC-MULE-00274,ACC-MULE-00131,133671.44,2026-03-01 18:57:00,2,IMPS,False
TXN-0000136,DR-2026-1046,ACC-MULE-00131,ACC-MULE-00790,123876.07,2026-03-01 19:17:00,3,IMPS,False
TXN-0000137,DR-2026-1046,ACC-MULE-00790,ACC-TERM-00354,119503.71,2026-03-01 19:33:00,4,ATM_WITHDRAWAL,True
TXN-0000138,DR-2026-1047,ACC-VIC-00930,ACC-MULE-00106,13997.16,2026-03-05 00:17:00,1,UPI,False
TXN-0000139,DR-2026-1047,ACC-MULE-00106,ACC-MULE-00451,12972.36,2026-03-05 00:33:00,2,IMPS,False
TXN-0000140,DR-2026-1047,ACC-MULE-00451,ACC-MULE-00364,11961.88,2026-03-05 00:47:00,3,IMPS,False
TXN-0000141,DR-2026-1047,ACC-MULE-00364,ACC-TERM-00064,11076.48,2026-03-05 01:06:00,4,ATM_WITHDRAWAL,True
TXN-0000142,DR-2026-1048,ACC-VIC-00997,ACC-MULE-00066,111556.74,2026-03-02 03:37:00,1,UPI,False
TXN-0000143,DR-2026-1048,ACC-MULE-00066,ACC-TERM-00115,106149.58,2026-03-02 03:42:00,2,ATM_WITHDRAWAL,True
TXN-0000144,DR-2026-1049,ACC-VIC-00649,ACC-MULE-00217,190892.41,2026-03-23 19:47:00,1,UPI,False
TXN-0000145,DR-2026-1049,ACC-MULE-00217,ACC-MULE-00127,175960.49,2026-03-23 20:07:00,2,IMPS,False
TXN-0000146,DR-2026-1049,ACC-MULE-00127,ACC-MULE-00746,169152.71,2026-03-23 20:12:00,3,IMPS,False
TXN-0000147,DR-2026-1049,ACC-MULE-00746,ACC-TERM-00266,158801.38,2026-03-23 20:24:00,4,ATM_WITHDRAWAL,True
TXN-0000148,DR-2026-1050,ACC-VIC-01416,ACC-MULE-00642,24192.66,2026-03-12 19:32:00,1,UPI,False
TXN-0000149,DR-2026-1050,ACC-MULE-00642,ACC-TERM-00176,23422.81,2026-03-12 19:36:00,2,ATM_WITHDRAWAL,True
TXN-0000150,DR-2026-1051,ACC-VIC-00147,ACC-MULE-00082,47919.57,2026-03-26 17:07:00,1,UPI,False
TXN-0000151,DR-2026-1051,ACC-MULE-00082,ACC-MULE-00071,44327.64,2026-03-26 17:31:00,2,IMPS,False
TXN-0000152,DR-2026-1051,ACC-MULE-00071,ACC-MULE-00116,41112.27,2026-03-26 17:45:00,3,IMPS,False
TXN-0000153,DR-2026-1051,ACC-MULE-00116,ACC-TERM-00021,38953.1,2026-03-26 17:57:00,4,ATM_WITHDRAWAL,True
TXN-0000154,DR-2026-1052,ACC-VIC-00644,ACC-MULE-00271,188869.99,2026-03-09 23:03:00,1,UPI,False
TXN-0000155,DR-2026-1052,ACC-MULE-00271,ACC-MULE-00793,178978.97,2026-03-09 23:24:00,2,IMPS,False
TXN-0000156,DR-2026-1052,ACC-MULE-00793,ACC-MULE-00448,169791.96,2026-03-09 23:44:00,3,IMPS,False
TXN-0000157,DR-2026-1052,ACC-MULE-00448,ACC-TERM-00144,162059.53,2026-03-09 23:52:00,4,ATM_WITHDRAWAL,True
TXN-0000158,DR-2026-1053,ACC-VIC-00989,ACC-MULE-00225,142404.38,2026-03-17 21:35:00,1,UPI,False
TXN-0000159,DR-2026-1053,ACC-MULE-00225,ACC-MULE-00565,132892.59,2026-03-17 21:49:00,2,IMPS,False
TXN-0000160,DR-2026-1053,ACC-MULE-00565,ACC-TERM-00210,125735.01,2026-03-17 22:04:00,3,ATM_WITHDRAWAL,True
TXN-0000161,DR-2026-1054,ACC-VIC-00539,ACC-MULE-00774,14279.38,2026-03-13 05:26:00,1,UPI,False
TXN-0000162,DR-2026-1054,ACC-MULE-00774,ACC-MULE-00211,13279.24,2026-03-13 05:34:00,2,IMPS,False
TXN-0000163,DR-2026-1054,ACC-MULE-00211,ACC-TERM-00341,12419.66,2026-03-13 05:48:00,3,ATM_WITHDRAWAL,True
TXN-0000164,DR-2026-1055,ACC-VIC-00404,ACC-MULE-00436,87964.33,2026-03-23 12:02:00,1,UPI,False
TXN-0000165,DR-2026-1055,ACC-MULE-00436,ACC-MULE-00548,84572.74,2026-03-23 12:07:00,2,IMPS,False
TXN-0000166,DR-2026-1055,ACC-MULE-00548,ACC-TERM-00033,80437.67,2026-03-23 12:18:00,3,ATM_WITHDRAWAL,True
TXN-0000167,DR-2026-1056,ACC-VIC-00293,ACC-MULE-00259,82246.83,2026-03-08 21:35:00,1,UPI,False
TXN-0000168,DR-2026-1056,ACC-MULE-00259,ACC-TERM-00130,79594.73,2026-03-08 21:51:00,2,ATM_WITHDRAWAL,True
TXN-0000169,DR-2026-1057,ACC-VIC-00010,ACC-MULE-00107,24008.78,2026-03-10 07:54:00,1,UPI,False
TXN-0000170,DR-2026-1057,ACC-MULE-00107,ACC-TERM-00226,22490.53,2026-03-10 08:12:00,2,ATM_WITHDRAWAL,True
TXN-0000171,DR-2026-1058,ACC-VIC-00741,ACC-MULE-00592,14229.23,2026-03-08 08:34:00,1,UPI,False
TXN-0000172,DR-2026-1058,ACC-MULE-00592,ACC-MULE-00210,13383.29,2026-03-08 08:41:00,2,IMPS,False
TXN-0000173,DR-2026-1058,ACC-MULE-00210,ACC-TERM-00041,12712.72,2026-03-08 09:06:00,3,ATM_WITHDRAWAL,True
TXN-0000174,DR-2026-1059,ACC-VIC-01015,ACC-MULE-00411,47006.92,2026-03-24 09:46:00,1,UPI,False
TXN-0000175,DR-2026-1059,ACC-MULE-00411,ACC-MULE-00791,45416.27,2026-03-24 09:53:00,2,IMPS,False
TXN-0000176,DR-2026-1059,ACC-MULE-00791,ACC-MULE-00630,43310.07,2026-03-24 10:16:00,3,IMPS,False
TXN-0000177,DR-2026-1059,ACC-MULE-00630,ACC-TERM-00385,41942.13,2026-03-24 10:21:00,4,ATM_WITHDRAWAL,True
TXN-0000178,DR-2026-1060,ACC-VIC-00711,ACC-MULE-00464,47954.7,2026-03-11 15:54:00,1,UPI,False
TXN-0000179,DR-2026-1060,ACC-MULE-00464,ACC-MULE-00098,44859.47,2026-03-11 16:10:00,2,IMPS,False
TXN-0000180,DR-2026-1060,ACC-MULE-00098,ACC-MULE-00307,42034.58,2026-03-11 16:19:00,3,IMPS,False
TXN-0000181,DR-2026-1060,ACC-MULE-00307,ACC-TERM-00089,38673.05,2026-03-11 16:27:00,4,ATM_WITHDRAWAL,True
TXN-0000182,DR-2026-1061,ACC-VIC-00326,ACC-MULE-00291,39567.69,2026-03-17 19:48:00,1,UPI,False
TXN-0000183,DR-2026-1061,ACC-MULE-00291,ACC-MULE-00649,36507.0,2026-03-17 20:05:00,2,IMPS,False
TXN-0000184,DR-2026-1061,ACC-MULE-00649,ACC-MULE-00072,34254.06,2026-03-17 20:21:00,3,IMPS,False
TXN-0000185,DR-2026-1061,ACC-MULE-00072,ACC-TERM-00075,31958.17,2026-03-17 20:35:00,4,ATM_WITHDRAWAL,True
TXN-0000186,DR-2026-1062,ACC-VIC-00359,ACC-MULE-00392,82002.62,2026-03-14 09:07:00,1,UPI,False
TXN-0000187,DR-2026-1062,ACC-MULE-00392,ACC-MULE-00207,79443.22,2026-03-14 09:26:00,2,IMPS,False
TXN-0000188,DR-2026-1062,ACC-MULE-00207,ACC-TERM-00375,76161.1,2026-03-14 09:32:00,3,ATM_WITHDRAWAL,True
TXN-0000189,DR-2026-1063,ACC-VIC-00575,ACC-MULE-00509,47993.51,2026-03-19 09:01:00,1,UPI,False
TXN-0000190,DR-2026-1063,ACC-MULE-00509,ACC-MULE-00737,44183.92,2026-03-19 09:24:00,2,IMPS,False
TXN-0000191,DR-2026-1063,ACC-MULE-00737,ACC-TERM-00239,42303.92,2026-03-19 09:41:00,3,ATM_WITHDRAWAL,True
TXN-0000192,DR-2026-1064,ACC-VIC-01488,ACC-MULE-00108,46980.99,2026-03-07 06:16:00,1,UPI,False
TXN-0000193,DR-2026-1064,ACC-MULE-00108,ACC-MULE-00260,45288.98,2026-03-07 06:29:00,2,IMPS,False
TXN-0000194,DR-2026-1064,ACC-MULE-00260,ACC-TERM-00394,42243.83,2026-03-07 06:53:00,3,ATM_WITHDRAWAL,True
TXN-0000195,DR-2026-1065,ACC-VIC-01285,ACC-MULE-00213,81036.15,2026-04-01 10:06:00,1,UPI,False
TXN-0000196,DR-2026-1065,ACC-MULE-00213,ACC-MULE-00039,76641.28,2026-04-01 10:26:00,2,IMPS,False
TXN-0000197,DR-2026-1065,ACC-MULE-00039,ACC-MULE-00727,71538.6,2026-04-01 10:41:00,3,IMPS,False
TXN-0000198,DR-2026-1065,ACC-MULE-00727,ACC-TERM-00232,65818.41,2026-04-01 10:47:00,4,ATM_WITHDRAWAL,True
TXN-0000199,DR-2026-1066,ACC-VIC-01089,ACC-MULE-00430,48314.43,2026-03-23 00:16:00,1,UPI,False
TXN-0000200,DR-2026-1066,ACC-MULE-00430,ACC-MULE-00043,45019.27,2026-03-23 00:35:00,2,IMPS,False
TXN-0000201,DR-2026-1066,ACC-MULE-00043,ACC-MULE-00473,43317.44,2026-03-23 00:58:00,3,IMPS,False
TXN-0000202,DR-2026-1066,ACC-MULE-00473,ACC-TERM-00395,40517.9,2026-03-23 01:03:00,4,ATM_WITHDRAWAL,True
